0	-3.910002178e-11	0	2.47396413e-08	5797111.2
0.1882352941	-2.105915908e-10	-2.20800123e-11	2.96975251e-08	5797111.2
0.3764705882	-5.131204618e-10	-1.410023224e-10	2.478297866e-08	5797111.2
0.5647058824	-4.75020398e-10	-4.307644655e-10	2.483617214e-08	5797111.2
0.7529411765	-5.468166707e-10	-6.990112785e-10	2.488920958e-08	5797111.2
0.9411764706	-7.035021164e-10	-1.007801869e-09	2.495288663e-08	5797111.2
1.129411765	-9.088452507e-10	-1.405073652e-09	2.503494302e-08	5797111.2
1.317647059	-1.112375981e-09	-1.918303912e-09	2.513876268e-08	5797111.2
1.505882353	-1.245445215e-09	-2.546469172e-09	2.526172053e-08	5797111.2
1.694117647	-1.217381355e-09	-3.249779411e-09	2.044546279e-08	5797111.2
1.882352941	-1.378791383e-09	-3.937241823e-09	2.058058664e-08	5797111.2
2.070588235	-1.589630602e-09	-4.715853428e-09	2.07346194e-08	5797111.2
2.258823529	-1.682101299e-09	-5.61352718e-09	2.090686975e-08	5797111.2
2.447058824	-1.922654942e-09	-6.563419678e-09	1.119889411e-08	5797111.2
2.635294118	-2.077930789e-09	-7.649154234e-09	1.635642067e-08	5797111.2
2.823529412	-2.342043451e-09	-8.822573973e-09	6.6913555e-09	5797111.2
3.011764706	-2.401506079e-09	-1.014513969e-08	6.942415957e-09	5797111.2
3.2	-2.827975024e-09	-1.15012843e-08	2.265149931e-09	5797111.2
3.388235294	-3.212508533e-09	-1.309825843e-08	-2.368269358e-09	5797111.2
3.576470588	-3.555381158e-09	-1.491238089e-08	-6.962289817e-09	5797111.2
3.764705882	-3.792727443e-09	-1.692012555e-08	-1.647125399e-08	5797111.2
3.952941176	-3.78989438e-09	-1.906190104e-08	-2.101584781e-08	5797111.2
4.141176471	-3.802802687e-09	-2.120207669e-08	-3.05078362e-08	5797111.2
4.329411765	-3.545827473e-09	-2.334954174e-08	-3.506036394e-08	5797111.2
4.517647059	-3.123815035e-09	-2.535189137e-08	-4.459370639e-08	5797111.2
4.705882353	-2.571213737e-09	-2.71159281e-08	-5.912418601e-08	5797111.2
4.894117647	-1.39474187e-09	-2.856790762e-08	-6.384020877e-08	5797111.2
5.082352941	4.825877907e-10	-2.935552656e-08	-7.860142315e-08	5797111.2
