0	-4.655248748e-10	0	-2.903912179e-09	-2.599098514e-09
0.1882352941	-7.764599478e-10	-2.628846352e-10	-2.953396346e-09	-3.148822166e-09
0.3764705882	-9.11732467e-10	-7.013561351e-10	-3.134900491e-09	-3.719248981e-09
0.5647058824	-8.732385298e-10	-1.216216822e-09	-3.495855401e-09	-4.340279654e-09
0.7529411765	-7.130994335e-10	-1.709339757e-09	-4.046548404e-09	-5.047240855e-09
0.9411764706	-5.08002182e-10	-2.112031202e-09	-4.76586529e-09	-5.874266434e-09
1.129411765	-3.346233766e-10	-2.398903022e-09	-5.61498232e-09	-6.849593287e-09
1.317647059	-2.411135824e-10	-2.587866811e-09	-6.553668407e-09	-7.99376215e-09
1.505882353	-2.093955095e-10	-2.72402507e-09	-7.553553937e-09	-9.320696652e-09
1.694117647	-1.564880259e-10	-2.842271945e-09	-8.601327493e-09	-1.084045778e-08
1.882352941	-7.696136116e-11	-2.930641654e-09	-9.687993582e-09	-1.256128379e-08
2.070588235	-9.993160437e-12	-2.974102188e-09	-1.079947478e-08	-1.448925945e-08
2.258823529	6.353412983e-11	-2.979745384e-09	-1.192019902e-08	-1.662754837e-08
2.447058824	2.457638081e-10	-2.943867287e-09	-1.3035232e-08	-1.897650669e-08
2.635294118	5.234091036e-10	-2.805083019e-09	-1.411738735e-08	-2.153286692e-08
2.823529412	9.389735096e-10	-2.509510819e-09	-1.511778148e-08	-2.42861577e-08
3.011764706	1.45217323e-09	-1.979266955e-09	-1.596272789e-08	-2.721451342e-08
3.2	2.019935267e-09	-1.15921619e-09	-1.655350119e-08	-3.027970714e-08
3.388235294	2.615673387e-09	-1.854686282e-11	-1.677519776e-08	-3.342326199e-08
3.576470588	3.237911566e-09	1.458539285e-09	-1.650414036e-08	-3.656415781e-08
3.764705882	3.913227969e-09	3.287006993e-09	-1.561086106e-08	-3.959754405e-08
3.952941176	4.605977118e-09	5.496829846e-09	-1.395743295e-08	-4.239349225e-08
4.141176471	5.255967588e-09	8.097852219e-09	-1.139843398e-08	-4.479528691e-08
4.329411765	5.768022319e-09	1.106592803e-08	-7.791134165e-09	-4.661889165e-08
4.517647059	6.123442369e-09	1.432316417e-08	-3.012010928e-09	-4.76548936e-08
4.705882353	6.359377353e-09	1.778110809e-08	3.031146204e-09	-4.767351325e-08
4.894117647	6.453796336e-09	2.137228589e-08	1.040119684e-08	-4.643050014e-08
5.082352941	6.434108591e-09	2.501678265e-08	1.91332568e-08	-4.367230915e-08
5.270588235	6.291533289e-09	2.865016162e-08	2.923526983e-08	-3.914143386e-08
5.458823529	5.965336785e-09	3.220302747e-08	4.068998778e-08	-3.258121431e-08
5.647058824	5.339079192e-09	3.557168825e-08	5.344758133e-08	-2.374110117e-08
5.835294118	4.22786124e-09	3.858669767e-08	6.740680691e-08	-1.238437541e-08
6.023529412	2.449311455e-09	4.097419578e-08	8.238297509e-08	1.699387242e-09
6.211764706	-1.566344952e-10	4.235733637e-08	9.806891056e-08	1.86749261e-08
6.4	-3.781997905e-09	4.226888395e-08	1.13998552e-07	3.863473904e-08
6.588235294	-8.659363605e-09	4.013316749e-08	1.295095264e-07	6.156575873e-08
6.776470588	-1.498361003e-08	3.524317392e-08	1.436980142e-07	8.730828708e-08
6.964705882	-2.27413479e-08	2.67818412e-08	1.553733112e-07	1.155061443e-07
7.152941176	-3.175650889e-08	1.393966826e-08	1.630385365e-07	1.455501566e-07
7.341176471	-4.170565177e-08	-3.993419106e-09	1.649107716e-07	1.765218763e-07
7.529411765	-5.210451012e-08	-2.754484599e-08	1.58974157e-07	2.071442448e-07
7.717647059	-6.219870031e-08	-5.696856935e-08	1.430657494e-07	2.357452895e-07
7.905882353	-7.108400685e-08	-9.209254129e-08	1.150071874e-07	2.60241929e-07
8.094117647	-7.765030808e-08	-1.322340981e-07	7.278099647e-08	2.781531638e-07
8.282352941	-8.058296586e-08	-1.760836838e-07	1.474470811e-08	2.866498274e-07
8.470588235	-7.847368528e-08	-2.215893587e-07	-6.011139402e-08	2.826487518e-07
8.658823529	-6.988150148e-08	-2.659039104e-07	-1.518748329e-07	2.62958803e-07
8.847058824	-5.334541817e-08	-3.053664053e-07	-2.594080688e-07	2.244828667e-07
9.035294118	-2.755970984e-08	-3.354908768e-07	-3.800400278e-07	1.644774141e-07
9.223529412	8.480820478e-09	-3.51054007e-07	-5.092720059e-07	8.086936485e-08
9.411764706	5.526614349e-08	-3.462648378e-07	-6.405320237e-07	-2.737576706e-08
9.6	1.126069481e-07	-3.150557215e-07	-7.650158937e-07	-1.598469329e-07
9.788235294	1.793324168e-07	-2.514659155e-07	-8.716552607e-07	-3.142620955e-07
9.976470588	2.529302577e-07	-1.501958448e-07	-9.472621803e-07	-4.860523676e-07
10.16470588	3.29150463e-07	-7.364640449e-09	-9.769206246e-07	-6.679954041e-07
10.35294118	4.018637171e-07	1.785085622e-07	-9.447052981e-07	-8.49951974e-07
10.54117647	4.629160102e-07	4.054433672e-07	-8.347849349e-07	-1.018773553e-06
10.72941176	5.022286014e-07	6.668547612e-07	-6.329405814e-07	-1.15845617e-06
10.91764706	5.083180264e-07	9.504662067e-07	-3.285036933e-07	-1.250619888e-06
11.10588235	4.69062652e-07	1.237516386e-06	8.335185364e-08	-1.275388154e-06
11.29411765	3.72946065e-07	1.502398825e-06	5.991005993e-07	-1.212721577e-06
11.48235294	2.106698009e-07	1.713003662e-06	1.204352832e-06	-1.044228494e-06
11.67058824	-2.299895902e-08	1.831970138e-06	1.871642018e-06	-7.554256434e-07
11.85882353	-3.273140574e-07	1.81898249e-06	2.55888016e-06	-3.383586233e-07
12.04705882	-6.934993602e-07	1.634146317e-06	3.208880876e-06	2.055810096e-07
12.23529412	-1.102974739e-06	1.242523149e-06	3.750371599e-06	8.628821776e-07
12.42352941	-1.526014284e-06	6.196668253e-07	4.100901477e-06	1.605503755e-06
12.61176471	-1.921213023e-06	-2.420824174e-07	4.171976189e-06	2.389216527e-06
